SMILES,GRM1
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.4342557
Oc1nc(c2ccccc2C2CC2)no1,0.44885784
Clc1cc(c2ccccc2C2CC2)no1,0.41085595
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.42954904
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.42954904
OCc1cc(c2ccccc2C2CC2)no1,0.48227715
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.5670936
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.29080972
O[C@H](c1ccccc1C1CC1)C1CNC1,0.29080972
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.49574664
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.49574664
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.44019997
NC1CN(Cc2ccccc2C2CC2)C1,0.28702617
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.36802384
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.39246476
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.5676652
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.5676652
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.6275502
N[C@H](c1ccccc1C1CCC1)C1CC1,0.6275502
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.6102017
O[C@H](c1ccccc1C1CCC1)C1CC1,0.6102017
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.27328318
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.21453947
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.45705435
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.45705435
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.5020121
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.39253592
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.35214657
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.23064919
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.6183957
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.6183957
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.6183957
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.36115217
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.6183957
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.5875396
