SMILES,LCK
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.14775887
Oc1nc(c2ccccc2C2CC2)no1,0.060043857
Clc1cc(c2ccccc2C2CC2)no1,0.058147892
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.07999284
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.07999284
OCc1cc(c2ccccc2C2CC2)no1,0.016709428
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.015423342
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.08567886
O[C@H](c1ccccc1C1CC1)C1CNC1,0.08567886
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.15548715
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.15548715
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.014896059
NC1CN(Cc2ccccc2C2CC2)C1,0.04516619
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.083885364
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.037964497
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.018826043
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.018826043
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.08789401
N[C@H](c1ccccc1C1CCC1)C1CC1,0.08789401
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.086225756
O[C@H](c1ccccc1C1CCC1)C1CC1,0.086225756
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.10281368
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.06456021
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.12070283
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.12070283
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.12756841
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.04005031
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.12053306
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.0415961
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.11932123
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.11932123
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.11932123
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.1271789
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.11932123
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.04509315
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.04509315
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.04509315
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.04509315
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.024047548
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.0533208
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0533208
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0533208
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.0533208
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.12603003
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.12603003
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.12603003
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.12603003
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.012053382
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.012053382
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.091038354
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.091038354
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.091038354
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.091038354
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.06858954
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.15238176
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.15238176
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.08649737
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.08649737
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.23628454
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03190378
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03190378
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.03190378
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.03190378
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.052789163
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.052789163
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.03668741
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.03668741
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.106829144
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.106829144
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.13674328
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.13674328
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.052420538
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.052420538
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.052420538
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.13674328
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.13674328
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.052420538
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.11442744
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.031709053
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.19719209
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.19719209
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.033550367
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.033550367
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.020484919
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.020484919
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.020484919
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.020484919
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.06840404
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.06840404
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.03584046
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.03584046
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.03584046
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.03584046
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.05635746
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.060128886
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.033142895
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.06295972
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.08313479
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.054984853
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.028411372
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.028411372
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.033148948
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.033148948
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.033148948
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.033148948
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.09229872
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.060785774
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.123022124
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.18868884
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.18868884
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.020467788
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.02398251
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.11601169
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.11601169
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.054619152
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.054619152
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.15185961
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.15185961
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.057588283
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.057588283
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.02106027
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.04648212
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.04648212
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.04648212
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.04648212
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.029507577
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.029507577
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.029507577
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.029507577
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.103985704
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.103985704
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.103985704
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.103985704
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.023235377
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.023235377
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.010095031
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.05814602
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.09209536
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.08734964
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.03709212
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.03709212
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.20209791
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.20209791
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.20209791
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.20209791
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.04780972
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1006572
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1006572
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0310465
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.060622234
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.027690517
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.027690517
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.06346572
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.06346572
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.06346572
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.06346572
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.058307182
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.058307182
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.058244467
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.058244467
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.058244467
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.058244467
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.066272534
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.09501346
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.053625494
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.051999804
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.051999804
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.102339126
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.07938415
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.15137176
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.079204164
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.079204164
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.079204164
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.079204164
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.027872194
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.09448399
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.136969
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25735366
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25735366
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25735366
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25735366
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.12924361
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.12924361
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.12924361
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.12924361
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.12439359
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.12439359
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.12439359
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.12439359
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07375332
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07375332
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.20971486
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.084999785
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.084999785
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.084999785
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.084999785
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.24328436
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.24328436
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.24328436
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.24328436
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.022770008
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.022770008
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022770008
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022770008
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09850271
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09850271
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09850271
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09850271
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13235413
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.13235413
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.13235413
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13235413
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07227631
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07227631
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07227631
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07227631
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13745104
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13745104
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13745104
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13745104
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.23699327
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.23699327
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.23699327
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.23699327
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.033871558
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.033871558
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.044469666
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08250231
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08250231
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08250231
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08250229
