SMILES,GRM3
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.67320603
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.56521285
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.642165
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.5456637
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.58029336
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.58029336
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.64879125
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.64879125
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.64879125
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.64879125
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.6127024
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.45200622
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.5577321
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.55949056
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.55949056
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.48815167
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.3885589
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.57713026
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.57713026
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.6653601
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.6653601
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.60032797
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.60032797
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.7316073
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.7316073
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.46435893
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.62393427
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.62393427
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.62393427
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.62393427
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.5810807
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.5810807
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.5810807
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.5810807
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6822786
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6822786
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6822786
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6822786
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.4496165
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.4496165
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.50172853
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.60699904
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.63256395
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.59393084
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.75768113
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.75768113
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.5622341
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.5622341
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.5622341
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.5622341
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.5084248
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.5307573
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.5307573
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.5401467
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.38369057
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.57874656
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.57874656
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.5039947
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.5039947
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.5039947
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.5039947
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.6291782
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.6291782
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.6121061
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.6121061
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.6121061
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.6121061
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.6201016
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.5546246
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.5294653
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.6559174
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.6559174
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.6351135
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.4917385
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.54074335
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.4199282
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.4199282
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.4199282
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.4199282
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.56687355
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.58357286
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.538014
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.4704607
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.4704607
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.4704607
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.4704607
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.5957923
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.5957923
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.5957923
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.5957923
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.44624287
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.44624287
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.44624287
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.44624287
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.52781844
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.52781844
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.48099956
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.4867242
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.4867242
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.4867242
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.4867242
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.47781107
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.47781107
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.47781107
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.47781107
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.5119634
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.5119634
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5119634
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5119634
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.4487786
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.4487786
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.4487786
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.4487786
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.5799571
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.5799571
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.5799571
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.5799571
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.4123021
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.4123021
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.4123021
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.4123021
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.48515925
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.48515925
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.48515925
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.48515925
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.38806903
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.38806903
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.38806903
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.38806903
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.5716844
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.5716844
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.62400323
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.43352848
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.43352848
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.43352848
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.43352857
