SMILES,GRM3
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.35214213
Oc1nc(c2ccccc2C2CC2)no1,0.6301319
Clc1cc(c2ccccc2C2CC2)no1,0.5351934
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.6378102
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.6378102
OCc1cc(c2ccccc2C2CC2)no1,0.5339541
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.5083814
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.55168265
O[C@H](c1ccccc1C1CC1)C1CNC1,0.55168265
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.68330115
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.68330115
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.46632496
NC1CN(Cc2ccccc2C2CC2)C1,0.6706028
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.5978302
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.6387607
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.48526424
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.48526424
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.7199329
N[C@H](c1ccccc1C1CCC1)C1CC1,0.7199329
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.61575896
O[C@H](c1ccccc1C1CCC1)C1CC1,0.61575896
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.4298987
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.5522314
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.6520594
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.6520594
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.55989033
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.46226978
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.5694031
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.39644736
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.63227457
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.63227457
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.63227457
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.4474441
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.63227457
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.6810772
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.6810772
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.6810772
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.6810772
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.5523485
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.72263455
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.72263455
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.72263455
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.72263455
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.67868394
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.67868394
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.67868394
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.67868394
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.53258044
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.53258044
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6723452
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6723452
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6723452
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6723452
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.46405166
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.6482967
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.6482967
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.63054585
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.63054585
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.4830959
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6110901
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6110901
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.6110901
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.6110901
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.5329183
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.5329183
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.5663457
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.5663457
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.49419546
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.49419546
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.6879622
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.6879622
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.6678889
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.6678889
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.6678889
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.6879622
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.6879622
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.6678889
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.5088736
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.4896364
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.61348695
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.61348695
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.67665434
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.67665434
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.6198801
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.6198801
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.6198801
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.6198801
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.64047194
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.64047194
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.5871813
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.5871813
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.5871813
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.5871813
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.45463812
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.51427776
