SMILES,CCR2
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.10088288
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.10088288
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.10088288
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.10088288
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.08809814
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.041512184
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.041512184
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.039234083
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.039234083
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.042421706
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.034772072
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.034772072
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.034772072
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.034772072
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.097654924
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.097654924
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.0739317
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.0739317
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.074124135
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.074124135
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.061542824
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.061542824
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.020002946
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.020002946
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.020002946
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.061542824
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.061542824
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.020002946
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.015315441
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.024065081
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.14441743
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.14441743
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.07123988
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.07123988
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.05220345
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.05220345
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.05220345
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.05220345
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.22735319
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.22735319
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.06555186
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.06555186
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.06555186
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.06555186
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.028915625
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.042131342
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.12311042
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.028185708
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.21531057
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.091552794
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.037095528
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.037095528
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1363029
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1363029
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1363029
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1363029
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.06826078
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.021880798
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.030863663
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.07786388
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.07786388
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.027366357
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0040527405
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.31699678
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.31699678
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.013913177
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.013913177
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.19330771
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.19330771
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.059514508
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.059514508
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.0098314155
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.02535692
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.02535692
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.02535692
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.02535692
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.28794336
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.28794336
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.28794336
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.28794336
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.05944123
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.05944123
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.05944123
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.05944123
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.10597205
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.10597205
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.082751185
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.1578961
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.06295922
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.08117457
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.02920945
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.02920945
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.14587337
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.14587337
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.14587337
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.14587337
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.18629958
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.19103721
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.19103721
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.033734687
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.02725772
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.11911158
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.11911158
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.07705715
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.07705715
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.07705715
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.07705715
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.06623317
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.06623317
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.2790513
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.2790513
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.2790513
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.2790513
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.19415599
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.14301932
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.051758833
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.013362552
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.013362552
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.08017747
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.18478031
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.04317724
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.18980606
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18980606
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.18980606
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18980606
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.05675271
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.082041636
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.033614494
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11764196
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11764196
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11764196
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11764196
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.15948941
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.15948941
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.15948941
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.15948941
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.39854395
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.39854395
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.39854395
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.39854395
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.08470139
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.08470139
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.121546514
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1567385
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1567385
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1567385
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1567385
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.32396868
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.32396868
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.32396868
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.32396868
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.28132528
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.28132528
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28132528
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28132528
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14621048
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14621048
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14621048
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14621048
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13543588
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.13543588
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.13543588
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13543588
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14797594
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14797594
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14797594
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14797594
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1422433
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1422433
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1422433
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1422433
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07618363
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07618363
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07618363
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07618363
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.04070614
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.04070614
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.09485053
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10974872
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.10974872
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.10974872
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10974872
