SMILES,CSF1R
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.04923875
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.023864292
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.0120935645
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.040657192
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.040657192
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.04534461
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.04534461
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.04534461
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.04534461
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.06149888
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.06149888
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.024983564
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.024983564
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.024983564
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.024983564
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.07487997
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.04557715
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.020959614
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.03577385
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.03577385
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.13031915
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.06529908
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.08930018
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.0781916
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.0781916
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.0781916
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.0781916
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.015636735
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.11734126
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.07514176
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09543584
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09543584
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09543584
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09543584
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.04493333
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.04493333
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.04493333
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.04493333
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.08465644
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08465644
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.08465644
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08465644
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.070257775
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.070257775
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.024573557
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08896873
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08896873
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08896873
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08896873
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.086807564
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.086807564
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.086807564
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.086807564
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.025290268
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.025290268
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.025290268
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.025290268
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.02722229
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.02722229
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.02722229
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.02722229
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08185907
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.08185907
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.08185907
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08185907
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.015425298
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.015425298
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.015425298
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.015425298
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.04740269
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.04740269
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.04740269
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.04740269
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.055683717
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.055683717
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.055683717
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.055683717
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03612996
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03612996
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.12082057
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.036240518
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.036240518
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.036240518
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.036240518
