SMILES,CDK2
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.41348508
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.1753955
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13083935
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.13083935
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.13083935
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13083935
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.501189
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.63029265
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.63029265
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.63029265
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.63029265
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.35641095
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.35641095
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.35641095
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.35641095
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.21630202
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.21630202
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.42341974
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.42341974
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.42341974
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.42341974
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.16803111
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.24101758
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.24101758
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.25527692
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.25527692
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.3948193
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3480757
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3480757
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3480757
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3480757
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.3424151
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.3424151
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.52281684
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.52281684
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.23178308
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.23178308
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.47614527
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.47614527
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.27602986
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.27602986
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.27602986
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.47614527
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.47614527
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.27602986
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.38090116
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.21020128
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.3218417
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.3218417
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.20028193
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.20028193
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.15220289
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.15220289
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.15220289
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.15220289
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.18609333
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.18609333
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.35689056
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.35689056
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.35689056
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.35689056
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.41486573
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.29179394
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.35156283
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.3846863
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.19686027
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.47237158
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.3903222
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.3903222
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.64512944
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.64512944
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.64512944
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.64512944
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.09308449
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.17091003
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.58158356
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.17356662
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.17356662
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.15036386
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.33659688
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13627861
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13627861
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.32471928
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.32471928
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.27678803
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.27678803
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.34526935
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.34526935
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.39042887
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.40032855
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.40032855
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.40032855
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.40032855
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.21934861
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.21934861
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.21934861
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.21934861
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.33653402
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.33653402
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.33653402
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.33653402
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.26006714
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.26006714
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.25508207
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.20318425
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.052528676
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.4553918
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.3300214
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.3300214
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.27942154
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.27942154
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.27942154
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.27942154
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.3307093
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.145912
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.145912
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.1376983
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.5093083
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.21676256
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.21676256
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.099579915
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.099579915
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.099579915
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.099579915
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.28226042
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.28226042
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1366473
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1366473
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.1366473
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.1366473
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.20227036
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.13512152
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.20649165
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.41545713
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.41545713
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.053496487
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.18647833
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.16735806
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.110752404
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.110752404
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.110752404
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.110752404
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.25148195
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.21717307
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.1646889
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.16193022
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.16193022
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.16193022
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.16193022
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.14176847
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.14176847
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.14176847
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.14176847
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.16135132
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.16135132
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.16135132
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.16135132
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.42834592
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.42834592
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.56863636
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.12951283
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.12951283
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.12951283
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.12951283
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.30396014
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.30396014
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.30396014
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.30396014
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.6039031
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.6039031
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6039031
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6039031
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5257051
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.5257051
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.5257051
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5257051
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.12466747
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.12466747
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.12466747
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.12466747
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.68605626
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.68605626
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.68605626
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.68605626
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.6025848
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6025848
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6025848
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.6025848
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17576872
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17576872
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17576872
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17576872
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1791005
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1791005
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.07272773
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.72273505
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.72273505
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.72273505
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.72273505
