SMILES,ACACB
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.017790886
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.16458711
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.069880456
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.15105169
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.15599811
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.15599811
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.112034865
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.112034865
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.112034865
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.112034865
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.14309306
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.105367035
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.105367035
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.025602588
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.06771838
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.100142375
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.100142375
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.06532043
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.06532043
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.06532043
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.06532043
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.13646095
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.13646095
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.06705275
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.06705275
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.06705275
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.06705275
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.09797443
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.12702318
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.07199741
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.077739425
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.077739425
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.06885152
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.10997448
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.17848517
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.07919502
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.07919502
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.07919502
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.07919502
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.0838739
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.0975324
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.18083432
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07222335
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07222335
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07222335
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07222335
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.07483077
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.07483077
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.07483077
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.07483077
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.12659582
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.12659582
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.12659582
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.12659582
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.10343151
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.10343151
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.07180692
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.088191256
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.088191256
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.088191256
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.088191256
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.13440523
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.13440523
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.13440523
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.13440523
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15982065
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15982065
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15982065
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15982065
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13476308
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13476308
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13476308
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13476308
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.03615902
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.03615902
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.03615902
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.03615902
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12206726
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12206726
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.12206726
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.12206726
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.159628
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.159628
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.159628
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.159628
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06602864
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06602864
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06602864
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06602864
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.109088354
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.109088354
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.073237464
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09449927
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09449927
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09449927
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09449929
