SMILES,MMP14
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.025910301
Oc1nc(c2ccccc2C2CC2)no1,0.01713213
Clc1cc(c2ccccc2C2CC2)no1,0.017249057
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.09523567
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.09523567
OCc1cc(c2ccccc2C2CC2)no1,0.03263369
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.08573092
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.06234936
O[C@H](c1ccccc1C1CC1)C1CNC1,0.06234936
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.09160653
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.09160653
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.07490008
NC1CN(Cc2ccccc2C2CC2)C1,0.07946137
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.028500121
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.035426367
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.03569376
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.03569376
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.1434675
N[C@H](c1ccccc1C1CCC1)C1CC1,0.1434675
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.08471206
O[C@H](c1ccccc1C1CCC1)C1CC1,0.08471206
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.09513775
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.024589866
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.07950446
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.07950446
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.053064454
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.03934312
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.03274206
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.056973502
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.092682205
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.092682205
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.092682205
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.038514618
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.092682205
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.09891556
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.09891556
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.09891556
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.09891556
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.074964754
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13154598
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13154598
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13154598
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13154598
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.13471158
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.13471158
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.13471158
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.13471158
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.045600366
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.045600366
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.053288423
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.053288423
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.053288423
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.053288423
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.07112006
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.06861716
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.06861716
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.059135392
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.059135392
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.021478212
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14626059
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14626059
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14626059
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14626059
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.14574473
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.14574473
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.18139458
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.18139458
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.1169268
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.1169268
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.17480953
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.17480953
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.067171976
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.067171976
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.067171976
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.17480953
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.17480953
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.067171976
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.022713656
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.046405535
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1171749
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1171749
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.09161407
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.09161407
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.17882223
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.17882223
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.17882223
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.17882223
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.063558124
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.063558124
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.09740738
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.09740738
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.09740738
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.09740738
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.07579044
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.042239055
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.09536608
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.0332677
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.06024828
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.059899557
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.03263374
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.03263374
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1123462
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1123462
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1123462
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1123462
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.065250635
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.022230018
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.020178694
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.06331234
