SMILES,MMP8
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.010112424
Oc1nc(c2ccccc2C2CC2)no1,0.010932032
Clc1cc(c2ccccc2C2CC2)no1,0.0070420895
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.15732537
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.15732537
OCc1cc(c2ccccc2C2CC2)no1,0.0128683625
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.11675629
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.0686254
O[C@H](c1ccccc1C1CC1)C1CNC1,0.0686254
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.086367466
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.086367466
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.038155343
NC1CN(Cc2ccccc2C2CC2)C1,0.12665103
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.013600478
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.0141282575
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.0063206153
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.0063206153
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.06708944
N[C@H](c1ccccc1C1CCC1)C1CC1,0.06708944
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.08919326
O[C@H](c1ccccc1C1CCC1)C1CC1,0.08919326
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.037279032
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.0033241415
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.10191208
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.10191208
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.028396856
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.01584241
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.02235037
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.02239875
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.05347545
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.05347545
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.05347545
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.010959132
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.05347545
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.05561421
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.05561421
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.05561421
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.05561421
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.011641066
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.06659148
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06659148
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06659148
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.06659148
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.05039306
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.05039306
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.05039306
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.05039306
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.009298892
