SMILES,PDE7A
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.070744835
Oc1nc(c2ccccc2C2CC2)no1,0.3928583
Clc1cc(c2ccccc2C2CC2)no1,0.34480006
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.4773955
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.4773955
OCc1cc(c2ccccc2C2CC2)no1,0.24153137
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.30837262
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.5858198
O[C@H](c1ccccc1C1CC1)C1CNC1,0.5858198
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.4528532
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.4528532
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.27251023
NC1CN(Cc2ccccc2C2CC2)C1,0.38189906
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.41686577
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.3652641
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.29115272
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.29115272
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.5664286
N[C@H](c1ccccc1C1CCC1)C1CC1,0.5664286
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.6024681
O[C@H](c1ccccc1C1CCC1)C1CC1,0.6024681
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.49204698
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.30483893
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.34502012
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.34502012
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.45225406
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.4800459
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.40454412
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.36059025
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.3685558
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.3685558
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.3685558
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.38094574
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.3685558
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.31740373
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.31740373
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.31740373
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.31740373
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.43246943
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.5202223
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5202223
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5202223
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.5202223
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.34521654
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.34521654
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.34521654
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.34521654
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.19345361
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.19345361
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.37607014
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.37607014
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.37607014
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.37607014
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.2684412
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.37701362
