SMILES,PDE4B
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.39378646
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.033997767
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.033997767
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.033997767
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.033997767
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.105513595
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.3288517
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.43665957
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1147324
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1147324
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1147324
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1147324
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13307609
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.13307609
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.13307609
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13307609
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.064287804
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.064287804
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.064287804
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.064287804
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.051099867
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.051099867
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.3749233
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.10215561
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.10215561
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.10215561
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.10215561
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.07588886
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.07588886
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.07588886
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.07588886
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.20243034
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.20243034
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20243034
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20243034
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18081462
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.18081462
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.18081462
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18081462
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.038425613
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.038425613
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.038425613
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.038425613
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16561058
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16561058
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16561058
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16561058
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.28215575
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28215575
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28215575
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.28215575
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08170627
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08170627
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08170627
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08170627
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0817086
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0817086
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.36489552
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21480463
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21480463
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21480463
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21480472
