SMILES,ABL1
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.046671234
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.046671234
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.046671234
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.03950326
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.038729787
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.07241475
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.03852343
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.03852343
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.03852343
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.03852343
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.038030345
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.038030345
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.038030345
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.038030345
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.06735737
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06735737
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.06735737
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06735737
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03984514
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03984514
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.15863504
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04499602
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04499602
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04499602
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04499602
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.05447457
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.05447457
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.05447457
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.05447457
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.022233367
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.022233367
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022233367
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022233367
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.011615139
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.011615139
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.011615139
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.011615139
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.062102437
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.062102437
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.062102437
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.062102437
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.058342434
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.058342434
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.058342434
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.058342434
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.026909288
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.026909288
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.026909288
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.026909288
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.113772236
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.113772236
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.113772236
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.113772236
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0144254165
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0144254165
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.033203088
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06695332
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.06695332
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.06695332
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06695332
