SMILES,MMP12
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.08413791
Oc1nc(c2ccccc2C2CC2)no1,0.12727524
Clc1cc(c2ccccc2C2CC2)no1,0.14948611
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.30609116
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.30609116
OCc1cc(c2ccccc2C2CC2)no1,0.23740956
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.26453155
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.20536052
O[C@H](c1ccccc1C1CC1)C1CNC1,0.20536052
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.24950767
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.24950767
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.2062567
NC1CN(Cc2ccccc2C2CC2)C1,0.20538363
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.15154521
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.19256607
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.14179087
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.14179087
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.2541037
N[C@H](c1ccccc1C1CCC1)C1CC1,0.2541037
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.2593114
O[C@H](c1ccccc1C1CCC1)C1CC1,0.2593114
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.3831364
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.120328516
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.31151497
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.31151497
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.26334375
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.21343267
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.28138068
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.24829198
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.1793942
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.1793942
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.1793942
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.24430807
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.1793942
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.2071797
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.2071797
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.2071797
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.2071797
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.19712496
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3669202
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3669202
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3669202
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3669202
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.250719
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.250719
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.250719
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.250719
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.12301703
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.12301703
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.24224728
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.24224728
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.24224728
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.24224728
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.25148252
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.20147617
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.20147617
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.14311925
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.14311925
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.15839958
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.37392828
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.37392828
