SMILES,MMP9
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.0035384155
Oc1nc(c2ccccc2C2CC2)no1,0.007905557
Clc1cc(c2ccccc2C2CC2)no1,0.002127533
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.07963489
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.07963489
OCc1cc(c2ccccc2C2CC2)no1,0.004264456
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.047976512
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.014450623
O[C@H](c1ccccc1C1CC1)C1CNC1,0.014450623
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.051662695
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.051662695
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.052800346
NC1CN(Cc2ccccc2C2CC2)C1,0.10525185
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.011948854
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.017463876
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.0006041114
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.0006041114
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.014941287
N[C@H](c1ccccc1C1CCC1)C1CC1,0.014941287
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.029126624
O[C@H](c1ccccc1C1CCC1)C1CC1,0.029126624
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.03564479
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.0028707243
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.0191295
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.0191295
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.049371418
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.018082006
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.03479756
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.0091076745
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.030176977
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.030176977
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.030176977
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.0040021744
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.030176977
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.10189292
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.10189292
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.10189292
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.10189292
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.007049689
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.061192937
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.061192937
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.061192937
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.061192937
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.03478131
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.03478131
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.03478131
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.03478131
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.0024527165
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.0024527165
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.08364255
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.08364255
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.08364255
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.08364255
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.026445094
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.015024759
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.015024759
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.008516323
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.008516323
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.003083235
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06181935
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06181935
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.06181935
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.06181935
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.03528808
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.03528808
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.035030805
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.035030805
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.059341483
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.059341483
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.08820588
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.08820588
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.01596779
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.01596779
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.01596779
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.08820588
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.08820588
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.01596779
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.023194248
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.015751911
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.11883506
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.11883506
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.014063826
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.014063826
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.31838796
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.31838796
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.31838796
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.31838796
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.02760066
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.02760066
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.01739717
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.01739717
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.01739717
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.01739717
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.009642865
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.019691752
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.032570064
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.026975337
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.01517824
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.0160601
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.01637537
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.01637537
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11167884
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11167884
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.11167884
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.11167884
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.005718693
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.006342936
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.003010501
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.07960614
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.07960614
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.018699013
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.009064917
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.061583787
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.061583787
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.11208019
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.11208019
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1996527
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1996527
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.03753844
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.03753844
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.012746028
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.017477537
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.017477537
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.017477537
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.017477537
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.045807518
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.045807518
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.045807518
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.045807518
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11222498
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11222498
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11222498
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11222498
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.058548052
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.058548052
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.003243459
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.028011974
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.05211211
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.17024209
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.14951709
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.14951709
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.12781782
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.12781782
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.12781782
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.12781782
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.036036022
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.03841462
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.03841462
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.020362535
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.029512394
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.019005185
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.019005185
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.13044016
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.13044016
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.13044016
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.13044016
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.06807804
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.06807804
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.16478732
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.16478732
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.16478732
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.16478732
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.009494957
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.091833666
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.008928655
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08433329
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08433329
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.047082625
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.17257476
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.03097204
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.2184721
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.2184721
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.2184721
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.2184721
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.022087965
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.012474483
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.03434257
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06177437
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06177437
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06177437
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06177437
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.026454315
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.026454315
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.026454315
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.026454315
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.06928881
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06928881
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.06928881
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06928881
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.040952783
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.040952783
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.04174713
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.12161136
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.12161136
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.12161136
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.12161136
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.21451667
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.21451667
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.21451667
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.21451667
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1714267
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1714267
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1714267
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1714267
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.30470628
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.30470628
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.30470628
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.30470628
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.16613525
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.16613525
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.16613525
