SMILES,CASP7
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09544102
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09544102
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09544102
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.1105627
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.1105627
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.1105627
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.1105627
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.08483736
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.08483736
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.14181343
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.14181343
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.14181343
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.14181343
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.32040077
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.06217288
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.06217288
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.1223846
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.1223846
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.056681078
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17767502
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17767502
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17767502
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17767502
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.04767169
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.04767169
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.13482144
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.13482144
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.08271529
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.08271529
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.0950579
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.0950579
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.057700522
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.057700522
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.057700522
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.0950579
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.0950579
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.057700522
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.046421163
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.07655287
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.06657441
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.06657441
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.044571985
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.044571985
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.06874546
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.06874546
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.06874546
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.06874546
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.05359592
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.05359592
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.060501687
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.060501687
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.060501687
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.060501687
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.08518952
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.049548924
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.12066681
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.05667385
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.15955977
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.07149168
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.07603822
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.07603822
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08727234
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08727234
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08727234
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08727234
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.070742875
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.06827195
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.040598534
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.060535084
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.060535084
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.07736882
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.044899467
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08351338
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08351338
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.07927777
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.07927777
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.09717558
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.09717558
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.099347785
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.099347785
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.035317287
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.095251516
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.095251516
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.095251516
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.095251516
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.04029742
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.04029742
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.04029742
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.04029742
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.099685006
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.099685006
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.099685006
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.099685006
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.11634071
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.11634071
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.051108804
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.2584081
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.16033953
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.098648414
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08434196
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08434196
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1288744
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.1288744
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1288744
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.1288744
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.062415462
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.08139606
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.08139606
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.098803125
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.035386804
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.06408667
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.06408667
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.05255336
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.05255336
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.05255336
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.05255336
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.15877457
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.15877457
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08883066
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08883066
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.08883066
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.08883066
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.2392558
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.29295826
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.05398367
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.037052933
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.037052933
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.16489762
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.42018765
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.36398137
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.040514167
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.040514167
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.040514167
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.040514167
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.06064438
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.26527965
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.35626778
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.042846024
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.042846024
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.042846024
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.042846024
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.06226903
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.06226903
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.06226903
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.06226903
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.06319009
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06319009
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.06319009
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06319009
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.08955916
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.08955916
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.07833729
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.069671504
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.069671504
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.069671504
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.069671504
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.101219036
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.101219036
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.101219036
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.101219036
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09915208
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09915208
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09915208
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09915208
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11776405
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.11776405
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.11776405
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11776405
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.09606837
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.09606837
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.09606837
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.09606837
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.04947801
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.04947801
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.04947801
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.04947801
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09299625
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09299625
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09299625
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09299625
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.034206074
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.034206074
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.034206074
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.034206074
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.12601843
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.12601843
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.15109205
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09076737
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09076737
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09076737
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09076737
