SMILES,FGFR1
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.1301143
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.4071457
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.09850538
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1983117
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1983117
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.17416807
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.17416807
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.17556894
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.17556894
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.17556894
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.17556894
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.1595738
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.1595738
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.1324243
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.1324243
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.1324243
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.1324243
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.0809814
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.29847595
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.17286454
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.13500635
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.1937765
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.14803927
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.13959385
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.13959385
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1041821
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1041821
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1041821
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1041821
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.29259494
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0654009
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.1504734
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.16653918
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.16653918
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.07198641
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.064503096
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.16809842
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.16809842
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.15331657
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.15331657
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.0536114
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.0536114
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.06492947
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.06492947
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.14401825
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.15465814
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.15465814
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.15465814
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.15465814
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.095893905
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.095893905
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.095893905
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.095893905
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.3162831
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.3162831
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.3162831
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.3162831
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.05302398
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.05302398
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.06424681
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.07416314
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.11198383
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.085735776
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09322773
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09322773
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.041146312
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.041146312
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.041146312
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.041146312
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.120758526
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.14107238
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.14107238
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.09212753
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.11137838
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.098796465
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.098796465
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.2053193
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.2053193
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.2053193
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.2053193
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.08179062
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.08179062
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.12167159
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.12167159
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.12167159
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.12167159
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.1379362
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.109899625
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.14585017
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.15445545
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.15445545
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.13778932
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.13960426
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.07606243
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.20225543
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.20225543
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.20225543
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.20225543
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.2105043
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.13994756
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.06099942
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24159804
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24159804
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24159804
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24159804
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.0884546
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.0884546
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.0884546
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.0884546
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.13879986
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13879986
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.13879986
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13879986
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.05820185
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.05820185
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.14054087
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09117351
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09117351
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09117351
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09117351
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.040407777
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.040407777
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.040407777
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.040407777
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.06643016
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.06643016
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06643016
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06643016
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09487304
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09487304
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09487304
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09487304
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.291937
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.291937
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.291937
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.291937
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1435798
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1435798
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1435798
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1435798
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.12667163
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12667163
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12667163
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.12667163
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19117473
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19117473
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19117473
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19117473
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03457323
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03457323
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.17342442
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12140466
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.12140466
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.12140466
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.12140463
