SMILES,AKT1
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.3206353
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.3206353
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.15804973
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.15804973
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.15804973
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.3206353
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.3206353
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.15804973
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.13984211
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.27934042
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08024949
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08024949
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.05931984
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.05931984
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.13583285
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13583285
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13583285
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.13583285
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.07156356
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.07156356
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.23805226
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.23805226
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.23805226
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.23805226
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.080417715
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.22506306
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.102138065
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.39903697
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.026869679
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.4017745
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.15158246
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.15158246
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1359837
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1359837
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1359837
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1359837
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.013296102
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.13839953
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.07071381
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.111040585
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.111040585
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.16401671
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.44142336
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.07926568
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.07926568
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.048624106
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.048624106
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.07615306
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.07615306
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.13154945
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.13154945
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.37930447
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.10569183
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.10569183
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.10569183
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.10569183
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.19514695
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.19514695
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.19514695
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.19514695
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.09033713
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.09033713
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.09033713
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.09033713
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.2024083
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.2024083
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.1899715
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.07584726
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.079098545
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.33418912
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.16550153
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.16550153
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.11116629
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.11116629
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.11116629
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.11116629
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.2724229
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.11789199
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.11789199
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.19755402
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.4330201
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.13416554
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.13416554
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.095550336
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.095550336
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.095550336
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.095550336
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.28946194
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.28946194
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.29065832
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.29065832
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.29065832
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.29065832
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.18576947
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.06873087
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.11048854
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.054667976
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.054667976
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.12568279
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.1032937
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.098241165
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.023586627
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.023586627
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.023586627
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.023586627
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.23061378
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.114316665
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.061117135
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.016490085
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.016490085
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.016490085
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.016490085
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.061161805
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.061161805
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.061161805
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.061161805
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.029653383
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.029653383
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.029653383
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.029653383
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.15926611
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.15926611
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.15252277
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.0497681
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.0497681
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.0497681
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.0497681
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.02780301
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.02780301
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.02780301
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.02780301
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.100323424
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.100323424
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.100323424
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.100323424
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.060108468
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.060108468
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.060108468
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.060108468
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.038832426
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.038832426
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.038832426
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.038832426
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.044388734
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.044388734
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.044388734
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.044388734
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.02804736
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.02804736
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.02804736
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.02804736
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.021351274
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.021351274
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.021351274
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.021351274
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.13928276
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.13928276
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.188727
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03748653
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.03748653
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.03748653
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03748653
