SMILES,DPP9
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18903294
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18903294
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.2428795
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14081469
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14081469
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14081469
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14081469
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.23433349
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.23433349
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.23433349
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.23433349
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1718714
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1718714
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1718714
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1718714
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19724047
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19724047
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19724047
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19724047
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.12097904
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.12097904
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.12097904
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.12097904
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17994925
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17994925
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17994925
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17994925
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.18103209
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18103209
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18103209
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.18103209
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14769329
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14769329
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14769329
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14769329
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.17034003
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.17034003
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.18249476
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07252853
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07252853
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07252853
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.072528526
