SMILES,NR1H4
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.14196207
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.14196207
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.14196207
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.14196207
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.20188524
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.0688489
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.0688489
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.09423856
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.09423856
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.09583258
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08022539
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08022539
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08022539
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08022539
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.11055313
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.11055313
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.13985418
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.13985418
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.17707147
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.17707147
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.18481411
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.18481411
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.082444325
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.082444325
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.082444325
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.18481411
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.18481411
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.082444325
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.02738687
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.04138629
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13693093
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13693093
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.17883873
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.17883873
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.06183621
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.06183621
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.06183621
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.06183621
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.26740864
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.26740864
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.053048924
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.053048924
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.053048924
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.053048924
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.17310914
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.039448105
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.21737513
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.0365016
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.5256333
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.07178436
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.056950785
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.056950785
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16299196
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16299196
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16299196
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16299196
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.21731389
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.07079253
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.061553895
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.17650944
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.17650944
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.043717757
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.04567544
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.26903155
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.26903155
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.111006334
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.111006334
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.10831265
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.10831265
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.090836085
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.090836085
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.039994303
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.18472783
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.18472783
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.18472783
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.18472783
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.12867835
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.12867835
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.12867835
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.12867835
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.14188631
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.14188631
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.14188631
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.14188631
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.29270896
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.29270896
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.0823177
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.3104995
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.1644515
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.18977505
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2859302
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2859302
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1273678
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.1273678
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1273678
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.1273678
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.1007499
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.24535169
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.24535169
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.067094736
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.07107709
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.095732585
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.095732585
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.13420779
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.13420779
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.13420779
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.13420779
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.040504828
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.040504828
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.21346185
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.21346185
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.21346185
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.21346185
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.28886
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.5030064
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.062190864
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08212055
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08212055
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.13277115
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.41737458
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.18361957
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.07094388
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.07094388
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.07094388
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.07094388
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.03621836
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.15852103
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.22429477
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11409619
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11409619
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11409619
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11409619
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13738626
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.13738626
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.13738626
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13738626
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.1380498
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1380498
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.1380498
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1380498
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.080473915
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.080473915
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.12162171
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17772059
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17772059
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17772059
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17772059
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.06707839
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.06707839
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.06707839
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.06707839
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21674956
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21674956
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21674956
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21674956
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09167944
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09167944
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09167944
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09167944
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.14930385
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.14930385
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.14930385
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.14930385
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10243836
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10243836
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.10243836
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.10243836
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19775441
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19775441
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19775441
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19775441
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.081842005
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.081842005
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.081842005
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.081842005
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.09824584
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.09824584
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.14414814
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1102818
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1102818
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1102818
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.110281736
