SMILES,GRM2
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.34166443
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.6592504
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.6592504
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.33342475
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.33342475
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.33342475
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.33342475
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.64574206
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.64574206
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.63693726
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.63693726
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.63693726
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.63693726
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.366636
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.67279315
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.5379917
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.32849115
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.44098282
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.55632544
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.52035916
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.52035916
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.61565363
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.61565363
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.61565363
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.61565363
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.8434945
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.44485617
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.4646659
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.24684137
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.24684137
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.7116417
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.45690915
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.48924488
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.48924488
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.754125
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.754125
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.56282514
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.56282514
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.52577657
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.52577657
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.6172018
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.57745546
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.57745546
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.57745546
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.57745546
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.6736139
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.6736139
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.6736139
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.6736139
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6291816
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6291816
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6291816
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6291816
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.47198159
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.47198159
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.50898
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.70858324
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.57718486
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.59807277
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.8280456
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.8280456
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.31120637
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.31120637
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.31120637
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.31120637
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.47930473
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.34874034
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.34874034
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.7862089
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.4179233
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.6510378
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.6510378
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.47760114
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.47760114
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.47760114
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.47760114
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.53186584
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.53186584
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.4943369
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.4943369
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.4943369
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.4943369
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.44851583
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.41533655
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.6056357
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.8317699
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.8317699
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.51856756
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.60800123
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.45137846
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.21722874
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.21722874
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.21722874
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.21722874
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.6283256
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.45964885
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.51045364
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1338657
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1338657
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1338657
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1338657
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.40232006
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.40232006
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.40232006
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.40232006
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.13981643
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13981643
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.13981643
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13981643
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.21134104
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.21134104
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.19965367
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11694044
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11694044
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11694044
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11694044
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.12060428
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.12060428
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.12060428
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.12060428
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3375146
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3375146
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3375146
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3375146
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.34049693
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.34049693
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.34049693
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.34049693
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.37973088
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.37973088
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.37973088
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.37973088
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3088458
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3088458
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3088458
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3088458
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.63296574
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.63296574
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.63296574
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.63296574
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.10406439
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.10406439
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.10406439
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.10406439
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.46394485
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.46394485
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.3939594
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19712065
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19712065
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19712065
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19712065
