SMILES,DPP8
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.025023228
Oc1nc(c2ccccc2C2CC2)no1,0.18880902
Clc1cc(c2ccccc2C2CC2)no1,0.19774164
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.20279314
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.20279314
OCc1cc(c2ccccc2C2CC2)no1,0.14978856
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.2345471
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.21965826
O[C@H](c1ccccc1C1CC1)C1CNC1,0.21965826
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.3070929
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.3070929
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.110782996
NC1CN(Cc2ccccc2C2CC2)C1,0.43258592
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.24322534
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.17454234
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.39238942
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.39238942
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.6730822
N[C@H](c1ccccc1C1CCC1)C1CC1,0.6730822
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.47242495
O[C@H](c1ccccc1C1CCC1)C1CC1,0.47242495
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.18843333
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.08709066
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.10975091
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.10975091
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.24040999
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.16086955
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.16177742
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.10717008
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.37182754
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.37182754
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.37182754
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.2848352
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.37182754
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.1140913
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.1140913
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.1140913
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.1140913
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.21252212
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3157268
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3157268
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3157268
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3157268
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.33002454
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.33002454
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.33002454
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.33002454
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.42217156
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.42217156
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.46329084
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.46329084
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.46329084
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.46329084
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.48288253
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.15022963
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.15022963
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.17728898
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.17728898
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.13023208
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2115395
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2115395
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2115395
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2115395
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.14511278
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.14511278
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.42028716
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.42028716
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.10057018
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.10057018
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.22853443
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.22853443
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.38710678
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.38710678
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.38710678
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.22853443
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.22853443
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.38710678
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.17198166
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.13801028
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.3169784
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.3169784
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.34516168
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.34516168
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.26821727
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.26821727
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.26821727
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.26821727
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.3707374
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.3707374
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.15579477
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.15579477
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.15579477
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.15579477
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.18387048
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.18316253
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.21480276
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.14288765
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.24931788
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.2615758
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.12364304
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.12364304
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.39946535
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.39946535
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.39946535
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.39946535
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.2647114
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.14967033
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.16302593
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.33279783
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.33279783
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.099180244
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.071906485
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.34039053
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.34039053
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13526767
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13526767
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.62565875
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.62565875
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.5067468
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.5067468
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.081855245
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.34589186
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.34589186
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.34589186
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.34589186
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.15814327
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.15814327
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.15814327
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.15814327
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.21977885
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.21977885
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.21977885
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.21977885
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.21969447
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.21969447
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.19047144
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.41136464
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.17089194
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.30949578
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.32705033
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.32705033
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.65783226
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.65783226
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.65783226
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.65783226
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.24363095
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.3599116
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.3599116
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.114086665
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.08544597
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.25037304
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.25037304
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.241434
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.241434
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.241434
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.241434
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.3015239
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.3015239
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.39400673
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.39400673
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.39400673
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.39400673
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.2283435
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.3665908
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.16842566
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.17549735
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.17549735
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.15494883
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.3473904
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.405377
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.11961371
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.11961371
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.11961371
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.11961371
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.15557185
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.32057413
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.43385783
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.22994168
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.22994168
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.22994168
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.22994168
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.47425383
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.47425383
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.47425383
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.47425383
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.1935653
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1935653
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.1935653
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1935653
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2387817
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2387817
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.24821912
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17198788
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17198788
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17198788
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17198788
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.45075747
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.45075747
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.45075747
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.45075747
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1698647
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1698647
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1698647
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1698647
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15287465
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15287465
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15287465
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15287465
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.2130824
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.2130824
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.2130824
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.2130824
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14280015
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14280015
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14280015
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14280015
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.27686912
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27686912
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27686912
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.27686912
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14464386
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14464386
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14464386
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14464386
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.34930328
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.34930328
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.22154285
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.090197116
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.090197116
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.090197116
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09019714
