SMILES,HDAC6
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.1203659
Oc1nc(c2ccccc2C2CC2)no1,0.22383921
Clc1cc(c2ccccc2C2CC2)no1,0.06531199
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.27524415
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.27524415
OCc1cc(c2ccccc2C2CC2)no1,0.2882862
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.14342004
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.11377129
O[C@H](c1ccccc1C1CC1)C1CNC1,0.11377129
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.19683295
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.19683295
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.22139603
NC1CN(Cc2ccccc2C2CC2)C1,0.22500601
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.122490734
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.14231183
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.05564097
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.05564097
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.0626879
N[C@H](c1ccccc1C1CCC1)C1CC1,0.0626879
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.074561276
O[C@H](c1ccccc1C1CCC1)C1CC1,0.074561276
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.22881879
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.0557381
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.18254146
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.18254146
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.079555765
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.09671793
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.05580068
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.09882377
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.19080485
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.19080485
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.19080485
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.1235158
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.19080485
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.2023636
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.2023636
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.2023636
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.2023636
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.06246149
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.20932673
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20932673
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20932673
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.20932673
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.17447677
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.17447677
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.17447677
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.17447677
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.028030265
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.028030265
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.4207871
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.4207871
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.4207871
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.4207871
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.16095214
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.49077174
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.49077174
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.1810894
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.1810894
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.055351153
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17786184
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17786184
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17786184
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17786184
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.19426808
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.19426808
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.11284867
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.11284867
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.19238558
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.19238558
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.18928362
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.18928362
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.038910393
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.038910393
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.038910393
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.18928362
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.18928362
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.038910393
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.052258957
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.18628025
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.29354277
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.29354277
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.12254914
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.12254914
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.13208093
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13208093
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13208093
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.13208093
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.22058743
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.22058743
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.11219766
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.11219766
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.11219766
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.11219766
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.24848786
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.13832927
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.3980668
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.07169893
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.15671775
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.17606547
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.10977125
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.10977125
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2035495
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2035495
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2035495
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2035495
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.13725987
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.18725674
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.07965787
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.21057306
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.21057306
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.14313142
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.16694248
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.17782287
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.17782287
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13559298
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13559298
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.20518601
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.20518601
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.0905517
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.0905517
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.15294416
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09279886
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09279886
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09279886
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09279886
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.2531206
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.2531206
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.2531206
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.2531206
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.2085125
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.2085125
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.2085125
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.2085125
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.10960322
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.10960322
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.052928504
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.1658371
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.052509587
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.10140709
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.25708434
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.25708434
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.16720638
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.16720638
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.16720638
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.16720638
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.101182446
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.13769174
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.13769174
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.20028386
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.083943136
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.28067154
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.28067154
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.12747751
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.12747751
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.12747751
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.12747751
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.05627231
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.05627231
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.4168393
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.4168393
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.4168393
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.4168393
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.030162526
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.0559193
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.17190665
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.19642848
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.19642848
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.045941927
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.21220264
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.074194446
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.15149418
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.15149418
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.15149418
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.15149418
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.17099331
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.062610015
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.08444344
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.27605668
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.27605668
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.27605668
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.27605668
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.14664224
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.14664224
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.14664224
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.14664224
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.16327262
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.16327262
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.16327262
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.16327262
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.16561578
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.16561578
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.19273852
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.23643325
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.23643325
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.23643325
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.23643325
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.19701792
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.19701792
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.19701792
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.19701792
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16101226
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16101226
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16101226
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16101226
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11053656
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.11053656
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.11053656
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11053656
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.19466075
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.19466075
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.19466075
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.19466075
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2142224
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2142224
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2142224
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2142224
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14242125
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14242125
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14242125
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14242125
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.3054925
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.3054925
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.3054925
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.3054925
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1943161
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1943161
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.038411237
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20562947
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.20562947
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.20562947
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20562948
