SMILES,CLK1
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.30815512
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.30815512
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.30815512
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.30815512
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.28767854
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.29525754
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.29525754
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.36172995
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.36172995
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.24006228
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.31292218
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.31292218
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.31292218
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.31292218
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.21478757
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.21478757
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.30282876
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.30282876
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.3353825
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.3353825
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.42139986
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.42139986
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.28848732
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.28848732
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.28848732
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.42139986
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.42139986
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.28848732
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.21152419
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.14336818
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.2656731
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.2656731
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.22122735
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.22122735
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.24654186
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.24654186
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.24654186
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.24654186
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.1897982
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.1897982
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.19634533
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.19634533
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.19634533
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.19634533
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.15999497
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.13286334
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.2431395
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.23887421
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.15058145
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.13289285
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.31131768
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.31131768
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.32417032
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.32417032
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.32417032
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.32417032
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.15446201
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.12295326
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.2110851
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.2143736
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.2143736
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.1299825
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.25404805
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.17565559
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.17565559
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2599178
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2599178
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.22383232
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.22383232
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.36936867
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.36936867
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.23845366
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.28030044
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.28030044
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.28030044
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.28030044
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.17495982
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.17495982
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.17495982
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.17495982
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.35833055
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.35833055
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.35833055
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.35833055
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.19969924
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.19969924
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.16053842
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.115476266
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.32774803
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.29019558
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.20632084
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.20632084
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1856243
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.1856243
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1856243
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.1856243
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.1701854
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.19756763
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.19756763
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.1265047
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.22307375
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.2021019
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.2021019
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.20340914
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.20340914
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.20340914
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.20340914
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.23605962
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.23605962
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1488569
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1488569
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.1488569
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.1488569
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.30094326
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.23943035
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.11417425
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.24424218
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.24424218
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.3475133
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.2255299
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.2578423
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.22387725
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.22387725
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.22387725
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.22387725
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.13335314
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.31266534
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.24129099
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.27738574
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.27738574
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.27738574
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.27738574
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.21335356
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.21335356
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.21335356
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.21335356
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.21760851
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.21760851
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.21760851
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.21760851
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2784068
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2784068
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.19884504
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.20722516
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.20722516
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.20722516
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.20722516
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.20476289
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.20476289
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.20476289
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.20476289
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2661918
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2661918
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2661918
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2661918
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24736954
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.24736954
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.24736954
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24736954
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.2219049
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.2219049
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.2219049
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.2219049
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24747379
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24747379
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.24747379
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.24747379
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3107922
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3107922
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3107922
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3107922
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19157116
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19157116
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19157116
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19157116
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.26812392
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.26812392
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.18271641
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2806951
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2806951
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2806951
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28069508
