SMILES,HDAC8
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.32788095
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.34366947
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.34366947
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.18105495
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.18105495
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.3658241
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.3658241
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.3658241
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.3658241
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.21039897
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.21039897
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.13383253
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.13383253
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.13383253
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.13383253
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.34850532
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.10726403
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.27199352
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.08206746
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.1917721
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.2359158
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.22672392
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.22672392
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2247125
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2247125
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2247125
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2247125
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.17567432
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.15926762
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.100252435
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.2901003
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.2901003
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.2291698
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.35033852
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.2775484
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.2775484
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.11525868
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.11525868
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.29432094
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.29432094
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.21603528
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.21603528
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.26514748
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08993425
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08993425
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.08993425
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.08993425
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.16529025
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.16529025
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.16529025
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.16529025
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.34222642
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.34222642
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.34222642
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.34222642
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.27088642
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.27088642
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.03978778
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.3518137
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.12232834
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.45512292
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2553114
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2553114
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.2502933
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.2502933
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.2502933
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.2502933
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.19071814
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.23254636
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.23254636
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.27451083
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.19947219
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.20792896
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.20792896
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.13647956
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.13647956
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.13647956
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.13647956
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.17107299
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.17107299
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.4518548
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.4518548
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.4518548
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.4518548
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.11304415
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.16283454
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.112493634
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.15521193
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.15521193
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.12977943
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.3790559
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.16684926
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.1087366
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1087366
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.1087366
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.1087366
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.24608238
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.12358081
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.15765546
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.2721441
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.2721441
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.2721441
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.2721441
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.19109523
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.19109523
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.19109523
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.19109523
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.18956208
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18956208
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.18956208
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18956208
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24563146
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24563146
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.30620262
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.27161157
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.27161157
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.27161157
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.27161157
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.20490444
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.20490444
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.20490444
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.20490444
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.18461943
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.18461943
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18461943
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18461943
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15183498
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15183498
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15183498
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15183498
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.23542008
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.23542008
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.23542008
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.23542008
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16659927
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16659927
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16659927
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16659927
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.18061665
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18061665
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18061665
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.18061665
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24767949
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24767949
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24767949
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24767949
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24136232
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24136232
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.083861455
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17197274
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17197274
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17197274
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17197266
