SMILES,DRD4
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.8743472
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.21616408
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.8743472
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.67779195
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.67779195
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.67779195
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.67779195
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.20063172
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.7468529
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.7468529
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.7468529
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.7468529
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.85900897
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.85900897
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.85900897
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.85900897
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.07425196
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.07425196
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.71381813
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.71381813
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.71381813
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.71381813
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.8133833
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.29727802
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.29727802
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.7181392
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.7181392
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.50989574
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.66920066
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.66920066
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.66920066
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.66920066
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.54164565
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.54164565
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.5770812
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.5770812
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.570219
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.570219
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.31066927
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.31066927
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.4851622
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.4851622
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.4851622
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.31066927
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.31066927
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.4851622
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.2548033
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.44577706
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.7600819
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.7600819
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.59067017
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.59067017
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.76015896
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.76015896
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.76015896
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.76015896
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.7535932
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.7535932
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.52520174
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.52520174
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.52520174
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.52520174
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.38818982
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.43508878
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.8001262
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.17598474
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.1730327
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.22067708
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.50458205
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.50458205
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.7217395
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.7217395
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.7217395
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.7217395
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.19998378
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.24176715
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.15385963
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.85839444
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.85839444
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.6806679
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.2047334
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.7984427
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.7984427
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.7254833
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.7254833
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.51308566
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.51308566
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.30442724
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.30442724
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.20350496
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.72643524
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.72643524
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.72643524
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.72643524
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.67561024
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.67561024
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.67561024
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.67561024
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6867472
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6867472
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6867472
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6867472
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.63282263
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.63282263
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.039979268
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.057454586
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.3209386
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.09570675
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.39653355
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.39653355
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.669485
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.669485
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.669485
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.669485
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.3137652
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.87745744
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.87745744
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.53336906
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.090553306
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.4997943
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.4997943
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.9448601
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.9448601
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.9448601
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.9448601
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.5811927
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.5811927
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.54900527
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.54900527
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.54900527
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.54900527
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.4658066
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.0689462
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.24038383
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.5337566
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.5337566
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.40847
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.63245666
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.07481816
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.986432
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.986432
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.986432
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.986432
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.4439098
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.5247335
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.052446127
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.87585956
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.87585956
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.87585956
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.87585956
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.31141037
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.31141037
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.31141037
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.31141037
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.96813273
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.96813273
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.96813273
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.96813273
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.45778537
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.45778537
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.3225845
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.8173546
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.8173546
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.8173546
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.8173546
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.8957694
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.8957694
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.8957694
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.8957694
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.59374976
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.59374976
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.59374976
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.59374976
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.40058056
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.40058056
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.40058056
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.40058056
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.9145526
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.9145526
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.9145526
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.9145526
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8215499
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8215499
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.8215499
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.8215499
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.5113891
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5113891
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5113891
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.5113891
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9337592
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9337592
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9337592
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9337592
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.4866464
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.4866464
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.26627967
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9423312
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.9423312
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.9423312
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9423312
