SMILES,MMP3
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.0036839829
Oc1nc(c2ccccc2C2CC2)no1,0.005369162
Clc1cc(c2ccccc2C2CC2)no1,0.0027563693
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.11559707
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.11559707
OCc1cc(c2ccccc2C2CC2)no1,0.0060115005
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.03625466
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.027859135
O[C@H](c1ccccc1C1CC1)C1CNC1,0.027859135
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.076927766
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.076927766
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.020453215
NC1CN(Cc2ccccc2C2CC2)C1,0.051438916
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.014532096
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.031516742
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.0027527534
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.0027527534
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.06410502
N[C@H](c1ccccc1C1CCC1)C1CC1,0.06410502
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.11309775
O[C@H](c1ccccc1C1CCC1)C1CC1,0.11309775
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.02293689
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.00743532
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.07176353
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.07176353
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.029926164
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.02833028
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.034963433
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.01002354
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.026660573
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.026660573
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.026660573
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.009038324
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.026660573
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.12607773
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.12607773
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.12607773
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.12607773
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.0070064054
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08739699
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08739699
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08739699
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08739699
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.05901581
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.05901581
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.05901581
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.05901581
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.0069366307
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.0069366307
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11643799
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11643799
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11643799
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11643799
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.01243356
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.018982466
