SMILES,CASP8
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.09295421
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.09295421
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.12974842
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.12974842
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.09482101
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.09482101
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.08119636
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.08119636
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.10285227
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.10285227
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.10285227
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.08119636
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.08119636
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.10285227
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.05567076
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.09870774
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.10888668
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.10888668
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.10702076
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.10702076
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.13963467
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13963467
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13963467
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.13963467
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.129494
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.129494
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.07290498
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.07290498
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.07290498
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.07290498
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.15196355
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.07289971
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.116377495
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.06955555
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.265014
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.10541784
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.13416621
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.13416621
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1301228
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1301228
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1301228
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1301228
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.18070285
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.060321584
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.104818754
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.11953953
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.11953953
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.068428084
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.08394026
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08629298
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08629298
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.06604409
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.06604409
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.14380863
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.14380863
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.2467691
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.2467691
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.058295425
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2598755
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2598755
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2598755
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2598755
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.08400313
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.08400313
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.08400313
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.08400313
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.17013153
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.17013153
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.17013153
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.17013153
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.12955824
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.12955824
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.10946594
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.35655022
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.18899386
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.088072166
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.1239125
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.1239125
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1902657
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.1902657
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1902657
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.1902657
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.13368353
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.09921609
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.09921609
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.09240682
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.09844951
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.116383016
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.116383016
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.08320715
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.08320715
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.08320715
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.08320715
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.21155803
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.21155803
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08542712
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08542712
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.08542712
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.08542712
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.25897172
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.26583067
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.04156514
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.082125366
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.082125366
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.17227879
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.28437236
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.20221053
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.07467612
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.07467612
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.07467612
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.07467612
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.068890534
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.23171705
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.221054
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.097201474
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.097201474
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.097201474
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.097201474
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.09601888
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.09601888
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.09601888
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.09601888
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.08920345
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08920345
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.08920345
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08920345
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.22560407
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.22560407
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.16343582
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14926045
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14926045
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14926045
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14926045
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.17282742
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.17282742
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.17282742
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.17282742
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1592934
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1592934
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1592934
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1592934
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13428386
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13428386
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13428386
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13428386
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.07885492
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.07885492
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.07885492
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.07885492
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.075125515
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.075125515
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.075125515
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.075125515
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14445896
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14445896
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14445896
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14445896
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.0699527
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.0699527
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.0699527
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.0699527
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.21201192
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.21201192
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.17491566
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.097346686
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.097346686
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.097346686
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.097346686
