SMILES,CASP3
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.06393486
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.06393486
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.06393486
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.0774332
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.0774332
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11120091
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11120091
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11120091
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11120091
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.2615515
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.034738615
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.034738615
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.12744327
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.12744327
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.0745641
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13019164
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13019164
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13019164
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13019164
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.02195266
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.02195266
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.053065598
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.053065598
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.0472911
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.0472911
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.042727444
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.042727444
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.028886283
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.028886283
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.028886283
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.042727444
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.042727444
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.028886283
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.05135583
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.120147064
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.065604694
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.065604694
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.029909534
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.029909534
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.046338387
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.046338387
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.046338387
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.046338387
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.025973719
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.025973719
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.020433398
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.020433398
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.020433398
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.020433398
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.13855577
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.03871004
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.05067747
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.07553533
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.31750464
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.07005974
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.060943365
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.060943365
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09330142
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09330142
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09330142
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09330142
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.13942428
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.06249248
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.043167032
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.04937681
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.04937681
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.07992274
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.08922637
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.04913333
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.04913333
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.045835935
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.045835935
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.07345891
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.07345891
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.042196598
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.042196598
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.06304448
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.042254373
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.042254373
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.042254373
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.042254373
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.028581576
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.028581576
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.028581576
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.028581576
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.0758805
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.0758805
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.0758805
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.0758805
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.049884807
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.049884807
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.08103492
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.58312565
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.04558164
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.071155585
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.055074234
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.055074234
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.11260832
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.11260832
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.11260832
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.11260832
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.04774528
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.053561155
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.053561155
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.12188919
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.035025943
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.02073358
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.02073358
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.024899222
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.024899222
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.024899222
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.024899222
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.047132008
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.047132008
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.064295545
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.064295545
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.064295545
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.064295545
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.1816234
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.36320195
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.043778125
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.023057524
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.023057524
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.039359808
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.3894899
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.29768375
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.020627635
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.020627635
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.020627635
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.020627635
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.08574626
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.23250271
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.33068386
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.041038338
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.041038338
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.041038338
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.041038338
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.062165666
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.062165666
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.062165666
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.062165666
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.044597413
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.044597413
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.044597413
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.044597413
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.034317408
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.034317408
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.0693144
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.03303418
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.03303418
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.03303418
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.03303418
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.09475201
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.09475201
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.09475201
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.09475201
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.057361178
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.057361178
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.057361178
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.057361178
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1500721
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1500721
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1500721
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1500721
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.050274696
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.050274696
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.050274696
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.050274696
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.043443616
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.043443616
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.043443616
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.043443616
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.11777118
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11777118
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11777118
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.11777118
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.024863424
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.024863424
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.024863424
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.024863424
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.034730304
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.034730304
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.07386441
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1132434
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1132434
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1132434
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11324341
