SMILES,HDAC4
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.1268156
Oc1nc(c2ccccc2C2CC2)no1,0.4062761
Clc1cc(c2ccccc2C2CC2)no1,0.18701449
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.30603483
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.30603483
OCc1cc(c2ccccc2C2CC2)no1,0.29033175
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.1418377
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.33283892
O[C@H](c1ccccc1C1CC1)C1CNC1,0.33283892
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.31661528
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.31661528
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.30058962
NC1CN(Cc2ccccc2C2CC2)C1,0.2570188
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.15967138
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.21662368
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.23431304
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.23431304
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.2307993
N[C@H](c1ccccc1C1CCC1)C1CC1,0.2307993
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.29472595
O[C@H](c1ccccc1C1CCC1)C1CC1,0.29472595
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.1442261
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.11984086
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.20123583
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.20123583
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.17865789
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.1015864
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.17438078
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.19898097
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.28784922
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.28784922
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.28784922
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.1137984
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.28784922
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.33217692
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.33217692
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.33217692
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.33217692
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.093139075
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.23767506
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.23767506
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.23767506
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.23767506
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.2613544
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.2613544
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.2613544
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.2613544
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.21722263
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.21722263
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.3239044
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.3239044
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.3239044
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.3239044
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.19344
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.43329892
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.43329892
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.2688114
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.2688114
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.16093767
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20719236
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20719236
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.20719236
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.20719236
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.27729926
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.27729926
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.1913213
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.1913213
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.2578027
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.2578027
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.22339958
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.22339958
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.16926272
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.16926272
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.16926272
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.22339958
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.22339958
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.16926272
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.08191742
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.16287482
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.25714433
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.25714433
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.3008896
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.3008896
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.25049686
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.25049686
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.25049686
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.25049686
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.3592054
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.3592054
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.18226503
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.18226503
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.18226503
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.18226503
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.17251284
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.14987332
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.26149067
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.09248862
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.36733
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.13295336
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.16916555
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.16916555
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21004048
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21004048
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21004048
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21004048
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.24807204
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.12868649
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.17320772
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.20654307
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.20654307
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.12825823
