SMILES,EDNRB
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16289733
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16289733
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16289733
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.26094818
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.26094818
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.26094818
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.26094818
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09980229
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09980229
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09980229
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09980229
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.14692035
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.14692035
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.23499592
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19766149
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19766149
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19766149
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19766146
