SMILES,PIM1
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.23555692
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.23555692
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.05480042
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.13005538
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.13005538
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.124692075
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.124692075
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.10539426
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.113992155
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.113992155
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.113992155
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.113992155
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.09719778
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.09719778
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.07722112
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.07722112
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.17052959
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.17052959
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.3794864
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.3794864
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.26524782
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.26524782
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.26524782
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.3794864
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.3794864
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.26524782
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.10428472
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.08239345
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.18157348
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.18157348
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.15577492
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.15577492
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.115739815
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.115739815
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.115739815
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.115739815
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.06224076
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.06224076
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.112714306
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.112714306
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.112714306
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.112714306
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.05878629
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.05526475
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.10024333
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.13164717
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.102497496
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.0906994
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.40487126
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.40487126
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13544191
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13544191
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13544191
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13544191
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.066334404
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.07203666
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.18432613
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.16926277
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.16926277
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.036012247
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.052292217
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13996434
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13996434
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.11766124
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.11766124
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.060095634
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.060095634
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.18146835
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.18146835
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.091997765
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.059322126
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.059322126
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.059322126
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.059322126
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.06569605
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.06569605
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.06569605
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.06569605
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.19584629
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.19584629
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.19584629
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.19584629
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.019588865
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.019588865
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.14355947
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.04796854
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.13701041
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.1257217
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.10242981
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.10242981
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.050717406
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.050717406
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.050717406
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.050717406
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.09721772
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.10529689
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.10529689
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.031887297
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.10309641
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.09201742
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.09201742
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.03538163
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.03538163
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.03538163
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.03538163
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.26593128
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.26593128
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.06063816
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.06063816
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.06063816
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.06063816
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.10917922
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.07436498
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.124760404
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.14473554
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.14473554
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.14541419
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.021710146
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.18457997
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.04258548
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.04258548
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.04258548
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.04258548
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.1415413
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.26828754
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.17437454
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.16145779
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.16145779
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.16145779
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.16145779
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13745683
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.13745683
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.13745683
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13745683
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.12489273
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.12489273
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.12489273
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.12489273
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.15271978
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.15271978
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.12418146
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.101864494
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.101864494
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.101864494
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.101864494
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.060846712
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.060846712
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.060846712
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.060846712
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.059488498
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.059488498
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.059488498
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.059488498
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0327231
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.0327231
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.0327231
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0327231
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.059547134
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.059547134
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.059547134
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.059547134
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.040569805
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.040569805
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.040569805
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.040569805
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.06339082
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06339082
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06339082
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.06339082
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07047918
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07047918
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07047918
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07047918
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.14983821
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.14983821
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.06075772
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.049798287
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.049798287
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.049798287
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.049798284
