SMILES,JAK1
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.35269293
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.2699229
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.2699229
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.5300211
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.5300211
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.5300211
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.5300211
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.72483695
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.40879464
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.40879464
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.47020754
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.47020754
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.49797705
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.600357
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.600357
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.600357
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.600357
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.48221648
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.48221648
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.39998478
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.39998478
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.4488451
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.4488451
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.43298423
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.43298423
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.54172814
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.54172814
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.54172814
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.43298423
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.43298423
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.54172814
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.3566043
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.40963015
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.5814294
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.5814294
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.4209159
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.4209159
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.22633763
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.22633763
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.22633763
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.22633763
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.52868164
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.52868164
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.51993805
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.51993805
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.51993805
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.51993805
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.30200654
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.23126322
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.35812905
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.5136083
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.39199615
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.50006515
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.5642988
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.5642988
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.40673724
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.40673724
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.40673724
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.40673724
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.29857647
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.36744112
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.35775834
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.4084248
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.4084248
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.2821755
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.49004373
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.57892495
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.57892495
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.33541477
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.33541477
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.37139148
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.37139148
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.4112525
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.4112525
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.3198734
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.21092878
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.21092878
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.21092878
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.21092878
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.27937767
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.27937767
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.27937767
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.27937767
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.63908887
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.63908887
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.63908887
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.63908887
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.24419123
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.24419123
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.42487004
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.393925
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.19633782
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.3703634
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.44750506
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.44750506
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.23007916
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.23007916
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.23007916
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.23007916
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.49901202
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.49961743
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.49961743
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.17964394
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.59594613
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.45497784
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.45497784
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.2765687
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.2765687
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.2765687
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.2765687
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.43628997
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.43628997
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.6279605
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.6279605
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.6279605
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.6279605
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.46508345
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.5187539
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.22136423
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2936176
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2936176
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.20646246
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.26369795
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.23283017
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.18354033
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18354033
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.18354033
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18354033
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.25350246
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.17614815
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.22177371
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.21583652
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.21583652
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.21583652
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.21583652
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.5274498
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.5274498
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.5274498
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.5274498
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.36992767
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.36992767
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.36992767
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.36992767
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.48533642
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.48533642
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.41932663
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.30950695
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.30950695
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.30950695
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.30950695
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.14945765
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.14945765
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.14945765
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.14945765
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.36973587
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.36973587
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.36973587
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.36973587
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.44133568
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.44133568
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.44133568
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.44133568
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.46117845
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.46117845
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.46117845
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.46117845
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18351218
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.18351218
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.18351218
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.18351218
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.40511525
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.40511525
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.40511525
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.40511525
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1465642
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1465642
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1465642
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1465642
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.44256073
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.44256073
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.13953847
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.29453498
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.29453498
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.29453498
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.29453495
