SMILES,PDE4A
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.10010866
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.031759072
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.031759072
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.10284771
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.10284771
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.10284771
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.10284771
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.22212775
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.065582365
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.065582365
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.058464553
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.058464553
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.26369816
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17755155
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17755155
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17755155
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17755155
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.30127674
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.30127674
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.15670526
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.15670526
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.08737926
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.08737926
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.119363636
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.119363636
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.082098216
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.082098216
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.082098216
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.119363636
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.119363636
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.082098216
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.17699777
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.14042576
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08986645
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08986645
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.22430432
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.22430432
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.07258373
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.07258373
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.07258373
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.07258373
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.27325106
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.27325106
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.14041986
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.14041986
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.14041986
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.14041986
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.14822958
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.052349653
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.10603685
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.102443084
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.10084167
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.06873457
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.050063025
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.050063025
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09719959
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09719959
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09719959
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09719959
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.058914073
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.13243674
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.15829767
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.07633076
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.07633076
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0968405
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.076329894
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.08138141
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.08138141
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.049375914
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.049375914
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.068443745
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.068443745
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.17541406
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.17541406
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.055012055
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09333184
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09333184
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09333184
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09333184
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.15453072
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.15453072
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.15453072
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.15453072
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.090222605
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.090222605
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.090222605
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.090222605
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.2638087
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.2638087
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.11811703
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.06351062
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.24708481
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.08209647
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.021374004
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.021374004
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.047185946
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.047185946
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.047185946
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.047185946
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.11345598
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.0588117
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.0588117
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.08343249
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.06147093
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.22010823
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.22010823
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.040241256
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.040241256
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.040241256
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.040241256
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.07522407
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.07522407
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.04752484
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.04752484
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.04752484
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.04752484
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.39886847
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.42920002
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.09709629
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.02939788
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.02939788
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.2096625
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.056275405
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.47165635
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.091287084
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.091287084
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.091287084
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.091287084
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.103207044
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.35862872
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.5247909
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17198776
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17198776
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.17198776
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.17198776
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.09428633
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.09428633
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.09428633
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.09428633
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.13021788
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13021788
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.13021788
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13021788
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18347338
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18347338
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.21038952
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11166468
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11166468
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11166468
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11166468
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.10606753
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.10606753
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.10606753
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.10606753
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16556112
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16556112
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16556112
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16556112
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1596305
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1596305
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1596305
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1596305
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.10738234
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.10738234
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.10738234
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.10738234
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14324246
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14324246
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14324246
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14324246
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21118912
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21118912
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21118912
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21118912
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09577757
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09577757
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09577757
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09577757
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.20397519
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.20397519
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.13283068
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2919888
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2919888
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2919888
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2919888
