SMILES,PDE2A
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.23465814
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.419824
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.419824
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.2733093
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.2733093
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.2733093
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.2733093
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.5397864
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.41684
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.4266918
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.3264019
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.3264019
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.39976645
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.3472865
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.46003497
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.22033015
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.22033015
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.22033015
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.22033015
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.42491287
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.508582
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.46258333
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.3585393
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.3585393
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.3585393
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.3585393
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.24202433
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.24202433
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.24202433
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.24202433
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.2507661
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.2507661
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.2507661
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.2507661
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.37552008
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.37552008
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.38895196
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24406531
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24406531
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24406531
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24406531
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.23903325
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.23903325
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.23903325
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.23903325
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.24937662
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.24937662
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24937662
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24937662
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.30225807
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.30225807
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.30225807
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.30225807
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.2867127
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.2867127
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.2867127
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.2867127
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.38031012
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.38031012
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.38031012
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.38031012
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.28232056
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28232056
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28232056
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.28232056
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.37359807
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.37359807
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.37359807
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.37359807
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.4003655
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.4003655
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.3695128
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.35800084
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.35800084
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.35800084
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.35800096
