SMILES,MMP7
[C@H](c1ncc[nH]1)c1ccc(F)cc1Cc1cncnc1,0.02483823
Oc1nc(c2ccccc2C2CC2)no1,0.074234806
Clc1cc(c2ccccc2C2CC2)no1,0.05488104
c1ccc(C2CCC2)c(C[C@@H]2CO2)c1,0.27276546
c1ccc(C2CCC2)c(C[C@H]2CO2)c1,0.27276546
OCc1cc(c2ccccc2C2CC2)no1,0.07546917
OCc1c[nH]c(c2ccccc2C2CC2)n1,0.0747474
O[C@@H](c1ccccc1C1CC1)C1CNC1,0.17071755
O[C@H](c1ccccc1C1CC1)C1CNC1,0.17071755
c1ccc([C@@H]2CCN2)c(C2CC2)c1,0.125262
c1ccc([C@H]2CCN2)c(C2CC2)c1,0.125262
CC(=O)c1c[nH]c(c2ccccc2C2CC2)n1,0.10596713
NC1CN(Cc2ccccc2C2CC2)C1,0.1395655
CCCc1nc(c2ccccc2C2CC2)c(N)n1C,0.09637015
CCCc1nc(c2ccccc2C2CC2)c(N)n1N,0.13939016
CC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.061584268
CC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.061584268
N[C@@H](c1ccccc1C1CCC1)C1CC1,0.29342553
N[C@H](c1ccccc1C1CCC1)C1CC1,0.29342553
O[C@@H](c1ccccc1C1CCC1)C1CC1,0.3123267
O[C@H](c1ccccc1C1CCC1)C1CC1,0.3123267
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.13406548
CCCCn1cnc(c2ccccc2C2CC2)c1N,0.044332515
NC1=N[C@@H](c2ccccc2C2CC2)CO1,0.15973467
NC1=N[C@H](c2ccccc2C2CC2)CO1,0.15973467
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C,0.1773352
CCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.122652106
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.17548203
C=CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.094459526
C[C@@H]1NCC[C@@H]1c1ccccc1C1CC1,0.11172043
C[C@H]1NCC[C@@H]1c1ccccc1C1CC1,0.11172043
C[C@H]1NCC[C@H]1c1ccccc1C1CC1,0.11172043
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.069030605
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.11172043
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.12268561
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.12268561
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.12268561
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.12268561
